Claim ID,Vehicle style,Vehicle color,Vehicle Age,Make,VehiclePrice,Gender,Marital Status,State,Occupation,License Type,Drinking-and-Driving,Collission Types,Accident Reason,Holiday Weeks,AccidentArea,Weather,Accident Date,Claim Date,Police Notification,Passengers #,Repair amount,Sum Insured,Days_Policy_Claim,PastNumberOfClaims,AddressChange_Claim,BasePolicy,DriverRating,Fraud Detected
11328,SUV,Red,2,Honda,20000 to 29000,0,NA,WA,student,O,0,collision with reversing,Distracted driving,Yes,Urban,Rain,10/04/2011,3/12/2011,0,2,"$1,138.00",$796.60,more than 30,2 to 4,no change,Liability,1,0
11329,SUV,Red,0,Chevrolet,20000 to 29000,0,Single,QLD,engineer,O,1,nose-to-tail,Speeding,No,Urban,Fog,24/06/2012,14/02/2011,1,3,"$3,983.00","$3,186.40",more than 30,more than 4,no change,Liability,1,1
11330,SUV,White,0,Toyota,30000 to 39000,1,NA,VIC,student,O,0,side swipe,Speeding,No,Urban,Snow/Slushy pavement,14/02/2013,26/10/2016,0,1,"$3,005.00","$2,404.00",more than 30,1,no change,Collision,3,0
11331,Subcompacts,Green,15,Honda,more than 69000,0,NA,NT,lawyer,P,0,collision with reversing,Distracted driving,Yes,Urban,Snow/Sleet,7/09/2012,8/02/2015,1,4,"$5,086.00","$4,577.40",more than 30,2 to 4,no change,Collision,2,0
11332,MPV,Black,6,Chevrolet,30000 to 39000,0,Married,QLD,physical therapists,O,0,side swipe,Driving drunk,No,Rural,Rain,17/03/2018,5/02/2015,0,4,"$1,345.00",$941.50,more than 30,none,no change,All Perils,4,0
11333,SUV,Black,4,Pontiac,20000 to 29000,0,Married,TAS,Accountants,O,0,nose-to-tail,Speeding,Yes,Urban,Rain,29/05/2019,6/06/2017,0,2,"$1,913.00","$1,339.10",more than 30,none,no change,Collision,4,0
11334,Subcompacts,Black,7,Honda,20000 to 29000,0,Married,SA,Retails Salespersons,O,0,collision with reversing,Distracted driving,Yes,Urban,Wet pavement,20/03/2014,30/01/2018,0,3,"$2,412.00","$1,929.60",more than 30,none,no change,All Perils,2,1
11335,SUV,Black,2,Toyota,20000 to 29000,1,NA,NSW,Security guards,P1 or P2,0,nose-to-tail,Distracted driving,No,Urban,Wet pavement,5/05/2019,20/09/2020,0,2,"$2,614.00","$2,091.20",more than 30,2 to 4,no change,Collision,2,0
11336,SUV,White,1,Pontiac,30000 to 39000,1,Married,SA,Retails Salespersons,O,1,collision with reversing,Driving drunk,Yes,Urban,Fog,7/11/2015,22/06/2014,0,3,"$6,584.00","$5,925.60",more than 30,2 to 4,no change,Liability,4,1
11337,SUV,Blue,5,Accura,20000 to 29000,0,Married,SA,Retails Salespersons,O,0,nose-to-tail,Driving drunk,Yes,Urban,Rain,20/03/2019,7/12/2013,0,0,"$5,182.00","$4,663.80",more than 30,2 to 4,no change,All Perils,3,1
11338,MPV,Black,11,VW,20000 to 29000,0,Single,NSW,Accountants,O,0,nose-to-tail,Speeding,No,Urban,Wet pavement,7/02/2015,10/12/2018,0,1,"$4,283.00","$3,426.40",more than 30,none,no change,All Perils,4,1
11339,compacts,White,0,Pontiac,40000 to 59000,1,Single,NT,Trailer Truck Drivers,O,0,nose-to-tail,Distracted driving,Yes,Urban,Icy pavement,12/10/2020,28/11/2010,0,3,"$6,306.00","$5,675.40",more than 30,more than 4,no change,All Perils,1,1
11340,Executive,Yellow,11,Honda,20000 to 29000,0,Married,NT,Teacher,O,0,collision with stationary vehicle,Driving drunk,No,Urban,Snow/Slushy pavement,13/01/2017,10/12/2014,0,3,"$3,495.00","$2,796.00",more than 30,1,no change,All Perils,4,0
11341,compacts,White,10,Toyota,20000 to 29000,1,Married,SA,Cashiers,P1 or P2,1,nose-to-tail,Distracted driving,Yes,Urban,Wet pavement,16/08/2015,24/12/2018,1,1,"$6,508.00","$5,857.20",more than 30,none,4 to 8 years,Collision,3,0
11342,SUV,Green,1,Toyota,more than 69000,1,Single,WA,dentists,O,1,nose-to-tail,Distracted driving,Yes,Urban,Snow/Sleet,28/12/2016,4/06/2012,0,3,"$6,714.00","$6,042.60",more than 30,more than 4,no change,Liability,2,0
11343,SUV,Green,4,Toyota,20000 to 29000,0,Married,VIC,physical therapists,O,1,nose-to-tail,Poorly designed roads/intersections,Yes,Urban,Icy pavement,21/02/2011,22/05/2019,0,3,$458.00,$0.00,more than 30,2 to 4,no change,Collision,2,0
11344,Subcompacts,Black,11,Chevrolet,more than 69000,1,Married,VIC,lawyer,O,0,side swipe,Speeding,Yes,Rural,Wet pavement,5/08/2011,9/07/2018,1,3,"$6,071.00","$5,463.90",more than 30,none,no change,Collision,3,0
11345,Midsize,Green,8,Pontiac,30000 to 39000,1,Married,VIC,Teacher,O,0,side swipe,Driving tired,No,Urban,Fog,27/03/2015,23/04/2014,0,4,"$3,786.00","$3,028.80",more than 30,none,no change,Collision,1,1
11346,compacts,White,6,Honda,less than 20000,0,Single,VIC,flight attendant,O,0,nose-to-tail,Poorly designed roads/intersections,No,Urban,Rain,14/08/2017,22/02/2019,0,4,"$3,294.00","$2,635.20",more than 30,2 to 4,no change,All Perils,4,1
11347,SUV,Green,13,Mazda,30000 to 39000,0,Married,TAS,Accountants,O,1,collision with reversing,Speeding,No,Rural,Wet pavement,13/10/2013,6/05/2011,0,4,"$5,738.00","$5,164.20",more than 30,2 to 4,no change,Liability,1,1
11348,SUV,White,12,Mazda,20000 to 29000,1,Single,ACT,lawyer,O,1,side swipe,Driving drunk,Yes,Urban,Wet pavement,30/03/2019,20/06/2015,1,1,"$3,707.00","$2,965.60",more than 30,1,no change,Collision,2,0
11349,SUV,Yellow,8,Toyota,20000 to 29000,0,Married,QLD,lawyer,O,0,side swipe,Driving drunk,Yes,Urban,Snow/Sleet,25/09/2012,30/08/2010,1,3,"$6,809.00","$6,128.10",more than 30,none,no change,Collision,4,1
11350,Subcompacts,Green,8,Pontiac,20000 to 29000,0,Married,NT,insurance sales agent,O,1,collision with an animal,Speeding,Yes,Urban,Wet pavement,1/10/2012,21/12/2014,0,0,"$4,070.00","$3,256.00",more than 30,2 to 4,no change,Collision,3,0
11351,SUV,Black,11,Chevrolet,more than 69000,0,Married,QLD,Cashiers,L,0,side swipe,Tailgating/aggressive driving,Yes,Urban,Wet pavement,21/10/2018,1/09/2013,0,1,"$2,020.00","$1,616.00",more than 30,1,no change,Liability,3,1
11352,SUV,Green,4,Toyota,20000 to 29000,1,Married,SA,student,L,0,side swipe,Tailgating/aggressive driving,Yes,Urban,Snow/Sleet,6/11/2019,12/10/2015,0,0,$213.00,$0.00,more than 30,2 to 4,no change,Liability,1,0
11353,SUV,Green,0,Honda,20000 to 29000,1,Married,WA,Trailer Truck Drivers,O,0,nose-to-tail,Speeding,Yes,Urban,Icy pavement,8/11/2011,6/10/2018,0,3,"$4,962.00","$3,969.60",more than 30,1,no change,Liability,4,1
11354,Subcompacts,Black,8,Chevrolet,more than 69000,1,Married,ACT,office clerks,O,0,collision with an animal,Distracted driving,No,Urban,Snow/Sleet,7/03/2014,2/03/2020,0,2,"$3,624.00","$2,899.20",more than 30,more than 4,no change,Liability,3,1
11355,Midsize,Black,9,Chevrolet,40000 to 59000,0,Married,NSW,Retails Salespersons,O,1,side swipe,Speeding,Yes,Urban,Rain,7/05/2019,25/01/2010,0,1,"$2,289.00","$1,831.20",more than 30,2 to 4,no change,Liability,4,1
11356,compacts,White,11,Toyota,more than 69000,1,Single,NT,Security guards,O,0,nose-to-tail,Failing to give way,Yes,Rural,Snow/Slushy pavement,23/01/2013,9/04/2014,0,3,"$3,885.00","$3,108.00",more than 30,none,no change,Collision,4,1
11357,Midsize,Red,15,Toyota,20000 to 29000,0,Single,NSW,marketing manager,O,0,nose-to-tail,Tailgating/aggressive driving,No,Rural,Wet pavement,14/01/2020,1/09/2014,0,0,"$6,863.00","$6,176.70",more than 30,more than 4,no change,Liability,1,1
11358,compacts,Blue,9,Chevrolet,20000 to 29000,0,Married,TAS,marketing manager,L,1,nose-to-tail,Speeding,Yes,Urban,Wet pavement,11/05/2018,25/02/2019,1,3,"$2,677.00","$2,141.60",more than 30,none,no change,Collision,4,0
11359,SUV,Blue,11,Nisson,30000 to 39000,1,Married,NT,dentists,P1 or P2,0,side swipe,Driving drunk,No,Urban,Icy pavement,9/08/2011,25/11/2015,0,0,"$3,663.00","$2,930.40",more than 30,1,no change,All Perils,3,0
11360,compacts,Green,4,Honda,20000 to 29000,0,Married,SA,information security analysts,O,0,nose-to-tail,Poorly designed roads/intersections,No,Urban,Wet pavement,18/02/2016,2/07/2012,0,0,"$4,852.00","$3,881.60",more than 30,2 to 4,no change,Liability,3,1
11361,SUV,Black,5,Honda,30000 to 39000,1,NA,ACT,Trailer Truck Drivers,P1 or P2,1,nose-to-tail,Distracted driving,Yes,Urban,Icy pavement,26/02/2013,8/10/2020,0,1,"$4,752.00","$3,801.60",more than 30,2 to 4,no change,Liability,1,0
11362,Van,Red,0,Chevrolet,more than 69000,1,Single,VIC,student,O,0,side swipe,Driving drunk,Yes,Urban,Wet pavement,16/09/2010,21/09/2019,0,1,"$1,244.00",$870.80,more than 30,2 to 4,4 to 8 years,Liability,1,1
11363,compacts,Green,8,Chevrolet,20000 to 29000,0,Married,NSW,Trailer Truck Drivers,O,0,collision with an animal,Driving drunk,No,Urban,Rain,5/07/2018,28/11/2020,0,0,"$5,723.00","$5,150.70",more than 30,more than 4,no change,Liability,2,1
11364,SUV,Red,3,Mazda,30000 to 39000,0,Married,NSW,dentists,O,0,side swipe,Driving drunk,No,Urban,Wet pavement,29/04/2019,1/01/2011,0,2,"$2,104.00","$1,683.20",more than 30,none,no change,Collision,3,1
11365,SUV,Yellow,1,Pontiac,20000 to 29000,1,Married,SA,information security analysts,P1 or P2,1,collision with stationary vehicle,Failing to give way,No,Urban,Snow/Sleet,2/11/2020,19/06/2018,0,2,$236.00,$0.00,more than 30,2 to 4,no change,All Perils,2,1
11366,SUV,Yellow,11,Toyota,20000 to 29000,0,Married,VIC,Trailer Truck Drivers,O,0,side swipe,Driving tired,No,Urban,Rain,7/06/2019,7/08/2017,0,2,"$5,318.00","$4,786.20",more than 30,2 to 4,no change,All Perils,1,0
11367,SUV,Black,13,Pontiac,less than 20000,0,Single,SA,lawyer,O,1,collision with stationary vehicle,Tailgating/aggressive driving,Yes,Urban,Icy pavement,23/09/2010,14/05/2013,0,0,"$5,145.00","$4,630.50",more than 30,2 to 4,no change,Liability,4,0
11368,compacts,White,1,Pontiac,20000 to 29000,0,Married,QLD,Security guards,O,1,side swipe,Distracted driving,No,Urban,Rain,25/11/2010,21/03/2020,1,2,"$3,895.00","$3,116.00",more than 30,2 to 4,no change,Collision,4,0
11369,Subcompacts,Blue,5,Honda,more than 69000,0,Married,SA,dentists,O,0,collision with stationary vehicle,Poorly designed roads/intersections,No,Urban,Snow/Slushy pavement,25/01/2018,18/11/2014,1,4,"$2,588.00","$2,070.40",more than 30,1,no change,All Perils,4,0
11370,Midsize,Red,0,Accura,30000 to 39000,0,Married,SA,Teacher,O,1,nose-to-tail,Tailgating/aggressive driving,Yes,Rural,Snow/Slushy pavement,15/06/2011,5/06/2020,0,4,"$4,881.00","$3,904.80",more than 30,2 to 4,no change,All Perils,1,1
11371,Van,Red,6,Mazda,20000 to 29000,1,Married,QLD,physical therapists,O,0,nose-to-tail,Tailgating/aggressive driving,Yes,Urban,Wet pavement,26/01/2012,23/12/2015,0,3,"$1,080.00",$756.00,more than 30,1,no change,Collision,2,0
11372,SUV,Green,10,Pontiac,20000 to 29000,0,NA,TAS,student,O,0,collision with stationary vehicle,Distracted driving,No,Urban,Rain,2/10/2020,6/01/2016,1,4,"$6,997.00","$6,297.30",more than 30,1,no change,All Perils,1,1
11373,Subcompacts,Grey,4,Toyota,20000 to 29000,1,NA,VIC,Teacher,O,1,nose-to-tail,Driving through red lights,No,Urban,Icy pavement,27/11/2019,17/08/2012,0,0,$726.00,$508.20,more than 30,1,no change,All Perils,1,1
11374,MPV,Black,13,Honda,more than 69000,1,Single,WA,web developer,O,0,collision with reversing,Distracted driving,No,Urban,Rain,16/01/2017,21/11/2019,0,2,"$3,301.00","$2,640.80",more than 30,2 to 4,2 to 3 years,Collision,1,1
11375,SUV,Green,5,Pontiac,20000 to 29000,0,Single,ACT,marketing manager,O,0,collision with reversing,Tailgating/aggressive driving,No,Urban,Rain,30/06/2018,29/05/2011,0,0,"$4,535.00","$3,628.00",more than 30,none,no change,All Perils,1,0
11376,compacts,Red,12,Honda,20000 to 29000,0,Single,QLD,web developer,O,0,collision with an animal,Distracted driving,No,Urban,Fog,22/06/2015,23/04/2010,0,2,"$1,762.00","$1,233.40",more than 30,none,1 year,Collision,3,0
11377,compacts,Blue,6,Mazda,20000 to 29000,0,Single,SA,Security guards,O,0,side swipe,Speeding,No,Urban,Wet pavement,18/10/2010,23/08/2012,0,2,"$4,555.00","$3,644.00",more than 30,1,no change,Collision,1,0
11378,compacts,Grey,4,Toyota,more than 69000,1,Married,VIC,student,O,1,side swipe,Speeding,No,Urban,Icy pavement,9/07/2018,19/04/2012,0,4,"$6,819.00","$6,137.10",more than 30,2 to 4,no change,Liability,4,1
11379,SUV,Grey,4,Chevrolet,30000 to 39000,0,Married,ACT,Teacher,L,1,side swipe,Poorly designed roads/intersections,No,Urban,Rain,5/10/2019,18/08/2018,0,4,$956.00,$669.20,more than 30,more than 4,no change,Liability,3,1
11380,SUV,Green,13,Dodge,30000 to 39000,0,Married,VIC,information security analysts,O,0,collision with stationary vehicle,Driving drunk,Yes,Urban,Snow/Sleet,2/10/2010,29/04/2017,0,0,"$5,877.00","$5,289.30",more than 30,1,no change,Liability,3,1
11381,SUV,Blue,0,Toyota,20000 to 29000,1,Single,VIC,nurse,O,1,nose-to-tail,Driving drunk,No,Urban,Snow/Sleet,23/06/2014,23/02/2011,1,0,"$6,814.00","$6,132.60",more than 30,1,no change,All Perils,2,0
11382,MPV,Green,8,Pontiac,30000 to 39000,1,Single,NT,Accountants,O,0,nose-to-tail,Failing to give way,Yes,Urban,Snow/Sleet,6/02/2011,15/08/2016,0,3,"$1,070.00",$749.00,more than 30,2 to 4,no change,Collision,3,0
11383,SUV,Green,3,Toyota,20000 to 29000,0,Single,SA,Accountants,O,1,nose-to-tail,Speeding,Yes,Urban,Rain,29/04/2017,31/07/2020,0,2,"$5,375.00","$4,837.50",more than 30,2 to 4,4 to 8 years,Liability,3,1
11384,SUV,Blue,15,Honda,20000 to 29000,1,Single,NT,Trailer Truck Drivers,O,1,collision with reversing,Tailgating/aggressive driving,Yes,Urban,Rain,25/05/2015,10/04/2011,0,1,"$6,480.00","$5,832.00",more than 30,2 to 4,no change,Collision,3,0
11385,SUV,Blue,9,Toyota,20000 to 29000,1,Married,SA,office clerks,O,1,side swipe,Speeding,Yes,Rural,Wet pavement,12/06/2011,25/01/2019,1,3,"$5,433.00","$4,889.70",more than 30,none,no change,Collision,1,0
11386,MPV,Green,0,Honda,20000 to 29000,1,Married,VIC,lawyer,O,1,side swipe,Speeding,No,Urban,Rain,9/02/2016,14/09/2010,0,4,"$6,522.00","$5,869.80",more than 30,2 to 4,no change,Liability,1,0
11387,Subcompacts,Green,9,Mazda,20000 to 29000,1,Married,WA,web developer,O,0,side swipe,Speeding,No,Urban,Wet pavement,23/09/2011,21/03/2015,0,4,"$6,297.00","$5,667.30",more than 30,none,no change,All Perils,4,0
11388,Subcompacts,White,8,Mazda,more than 69000,0,Married,ACT,flight attendant,O,0,collision with an animal,Speeding,Yes,Urban,Rain,25/09/2017,16/09/2012,0,3,"$5,935.00","$5,341.50",more than 30,none,no change,Collision,3,1
11389,MPV,Grey,4,VW,more than 69000,1,Married,VIC,student,O,1,collision with an animal,Distracted driving,Yes,Urban,Wet pavement,4/02/2020,29/10/2013,0,2,"$6,397.00","$5,757.30",more than 30,2 to 4,no change,Liability,3,1
11390,City-cars,Blue,15,Toyota,20000 to 29000,1,Married,NSW,insurance sales agent,O,0,nose-to-tail,Speeding,Yes,Urban,Wet pavement,15/12/2014,2/12/2012,0,2,"$2,945.00","$2,356.00",more than 30,none,no change,Collision,3,0
11391,compacts,Black,5,Chevrolet,20000 to 29000,0,Single,SA,Security guards,O,0,nose-to-tail,Speeding,Yes,Urban,Wet pavement,26/09/2015,18/12/2015,0,0,"$2,473.00","$1,978.40",more than 30,1,no change,Collision,2,1
11392,Subcompacts,Green,6,Toyota,20000 to 29000,0,Married,VIC,dentists,O,0,collision with stationary vehicle,Tailgating/aggressive driving,No,Urban,Rain,20/11/2015,28/08/2010,0,1,"$5,323.00","$4,790.70",more than 30,1,no change,Collision,1,1
11393,compacts,Grey,8,Pontiac,30000 to 39000,1,Single,QLD,medical assistants,O,0,nose-to-tail,Distracted driving,Yes,Urban,Wet pavement,16/01/2013,15/04/2015,0,3,"$5,560.00","$5,004.00",more than 30,none,no change,All Perils,2,0
11394,City-cars,Yellow,8,Mazda,20000 to 29000,0,Married,QLD,Trailer Truck Drivers,O,0,side swipe,Distracted driving,No,Urban,Wet pavement,4/05/2020,26/12/2014,0,4,"$3,595.00","$2,876.00",more than 30,none,no change,Liability,1,1
11395,Subcompacts,Green,15,Chevrolet,more than 69000,0,Married,ACT,Retails Salespersons,O,0,side swipe,Tailgating/aggressive driving,Yes,Urban,Rain,6/01/2010,13/06/2015,0,0,"$6,560.00","$5,904.00",more than 30,none,no change,All Perils,1,1
11396,SUV,White,8,Toyota,20000 to 29000,0,Married,TAS,college professor,O,0,nose-to-tail,Speeding,Yes,Urban,Snow/Sleet,16/03/2014,22/03/2016,0,3,"$3,328.00","$2,662.40",more than 30,none,no change,All Perils,1,0
11397,compacts,Grey,9,Toyota,more than 69000,1,Married,NSW,web developer,O,0,nose-to-tail,Speeding,No,Urban,Wet pavement,7/10/2018,24/09/2016,1,0,"$5,343.00","$4,808.70",more than 30,1,no change,Liability,1,1
11398,SUV,Yellow,1,Nisson,30000 to 39000,0,Married,NT,Accountants,O,0,nose-to-tail,Driving drunk,No,Urban,Snow/Sleet,28/10/2016,5/06/2013,0,0,"$4,322.00","$3,457.60",more than 30,2 to 4,no change,All Perils,2,0
11399,SUV,White,15,Ford,30000 to 39000,0,Single,NT,Retails Salespersons,O,0,nose-to-tail,Driving drunk,No,Urban,Wet pavement,17/02/2011,5/11/2017,0,1,"$3,359.00","$2,687.20",more than 30,none,no change,Collision,3,1
11400,Subcompacts,Black,7,Chevrolet,20000 to 29000,1,Married,WA,Security guards,O,1,side swipe,Tailgating/aggressive driving,Yes,Rural,Wet pavement,21/05/2019,30/03/2013,0,4,"$4,448.00","$3,558.40",more than 30,2 to 4,no change,Collision,1,0
11401,compacts,White,15,Pontiac,less than 20000,0,Married,VIC,Retails Salespersons,O,0,nose-to-tail,Speeding,Yes,Urban,Wet pavement,13/11/2020,7/08/2013,0,3,"$4,451.00","$3,560.80",more than 30,1,no change,Collision,3,0
11402,Subcompacts,White,4,Honda,30000 to 39000,1,Married,QLD,flight attendant,O,1,nose-to-tail,Speeding,Yes,Urban,Wet pavement,15/11/2015,26/07/2015,0,2,"$3,837.00","$3,069.60",more than 30,1,no change,Collision,1,0
11403,SUV,Black,9,Honda,30000 to 39000,0,Single,ACT,information security analysts,O,0,collision with stationary vehicle,Driving drunk,No,Urban,Icy pavement,19/04/2012,12/11/2014,0,4,"$3,479.00","$2,783.20",more than 30,2 to 4,no change,Liability,2,1
11404,SUV,Black,0,Mazda,less than 20000,0,Married,NSW,Cashiers,O,1,nose-to-tail,Distracted driving,No,Urban,Snow/Sleet,6/08/2020,8/04/2010,0,4,"$5,159.00","$4,643.10",more than 30,none,4 to 8 years,All Perils,1,0
11405,Van,Yellow,4,Chevrolet,20000 to 29000,0,Single,ACT,medical assistants,O,0,nose-to-tail,Driving drunk,Yes,Urban,Wet pavement,15/12/2017,31/01/2019,0,0,"$5,164.00","$4,647.60",more than 30,2 to 4,no change,Liability,2,1
11406,compacts,Green,4,Honda,20000 to 29000,1,Married,SA,Accountants,O,0,collision with stationary vehicle,Speeding,No,Urban,Wet pavement,6/05/2016,2/01/2011,0,3,"$1,158.00",$810.60,more than 30,2 to 4,no change,Collision,2,0
11407,Subcompacts,Black,2,Toyota,30000 to 39000,0,Married,SA,lawyer,O,1,nose-to-tail,Speeding,No,Urban,Wet pavement,10/04/2016,29/12/2010,0,3,$657.00,$459.90,more than 30,none,no change,Collision,3,0
11408,SUV,Black,6,Mazda,30000 to 39000,0,Married,ACT,Accountants,O,0,nose-to-tail,Speeding,Yes,Rural,Snow/Slushy pavement,26/11/2016,11/11/2014,1,1,"$1,122.00",$785.40,more than 30,2 to 4,no change,Collision,4,0
11409,Subcompacts,Grey,11,Honda,20000 to 29000,1,Single,NT,Trailer Truck Drivers,O,0,nose-to-tail,Speeding,Yes,Urban,Snow/Sleet,3/03/2012,14/03/2011,0,4,$904.00,$632.80,more than 30,2 to 4,no change,Collision,2,0
11410,compacts,Blue,6,Pontiac,30000 to 39000,1,NA,SA,nurse,O,1,nose-to-tail,Tailgating/aggressive driving,Yes,Urban,Snow/Sleet,28/06/2015,25/05/2010,0,4,$525.00,$367.50,more than 30,2 to 4,no change,Collision,3,0
11411,Subcompacts,Yellow,3,Pontiac,30000 to 39000,1,Married,VIC,engineer,L,1,side swipe,Speeding,No,Urban,Snow/Sleet,19/08/2019,23/05/2019,0,0,"$4,677.00","$3,741.60",more than 30,1,no change,Collision,3,0
11412,SUV,Black,4,Toyota,30000 to 39000,1,Single,TAS,marketing manager,O,0,side swipe,Driving through red lights,Yes,Urban,Icy pavement,22/01/2013,22/12/2018,0,2,"$3,171.00","$2,536.80",more than 30,more than 4,no change,Liability,3,1
11413,SUV,Grey,7,Pontiac,30000 to 39000,0,Married,QLD,marketing manager,O,0,side swipe,Driving through red lights,Yes,Rural,Snow/Sleet,10/01/2015,19/11/2010,0,1,"$4,109.00","$3,287.20",more than 30,1,no change,Collision,1,0
11414,SUV,Green,8,Ford,less than 20000,0,Single,NT,marketing manager,O,1,collision with reversing,Speeding,Yes,Urban,Snow/Sleet,14/03/2019,27/12/2014,0,0,"$5,880.00","$5,292.00",more than 30,1,no change,All Perils,3,1
11415,SUV,Red,2,Pontiac,20000 to 29000,0,Married,ACT,Security guards,O,1,side swipe,Driving drunk,Yes,Urban,Snow/Sleet,26/11/2019,15/06/2018,0,1,"$3,305.00","$2,644.00",more than 30,2 to 4,no change,All Perils,4,0
11416,Subcompacts,Yellow,14,Pontiac,20000 to 29000,0,Married,TAS,dentists,O,0,collision with stationary vehicle,Speeding,Yes,Urban,Snow/Sleet,22/08/2018,9/02/2016,0,4,"$4,471.00","$3,576.80",more than 30,none,no change,Collision,4,0
11417,SUV,Green,4,Mazda,20000 to 29000,1,Married,SA,insurance sales agent,O,0,side swipe,Driving drunk,Yes,Urban,Wet pavement,25/08/2011,12/09/2020,0,0,"$3,651.00","$2,920.80",more than 30,2 to 4,no change,Liability,1,1
11418,SUV,Green,10,Honda,more than 69000,1,Single,NT,office clerks,O,1,nose-to-tail,Driving through red lights,No,Urban,Icy pavement,26/06/2013,9/09/2011,0,1,"$2,205.00","$1,764.00",more than 30,2 to 4,no change,Collision,1,0
11419,Subcompacts,Yellow,8,Pontiac,more than 69000,0,Single,TAS,Trailer Truck Drivers,O,1,nose-to-tail,Speeding,No,Urban,Snow/Sleet,18/11/2015,7/10/2016,0,3,"$2,606.00","$2,084.80",more than 30,2 to 4,no change,Collision,3,1
11420,Midsize,Red,6,Honda,more than 69000,1,Single,ACT,Teacher,O,0,side swipe,Speeding,Yes,Urban,Wet pavement,18/12/2014,7/06/2015,0,2,"$4,831.00","$3,864.80",more than 30,2 to 4,no change,Liability,1,0
11421,City-cars,White,8,Toyota,20000 to 29000,0,Married,TAS,Teacher,O,1,nose-to-tail,Tailgating/aggressive driving,Yes,Urban,Icy pavement,30/06/2010,21/04/2016,1,1,"$6,761.00","$6,084.90",more than 30,2 to 4,no change,Liability,1,1
11422,SUV,Grey,4,Toyota,20000 to 29000,0,Married,VIC,marketing manager,O,1,nose-to-tail,Failing to give way,Yes,Urban,Icy pavement,5/07/2012,24/03/2017,0,1,"$3,796.00","$3,036.80",more than 30,none,no change,Collision,4,0
11423,SUV,Yellow,11,Pontiac,20000 to 29000,1,Married,NT,insurance sales agent,O,0,side swipe,Speeding,Yes,Urban,Rain,3/12/2014,17/12/2012,1,3,"$5,804.00","$5,223.60",more than 30,none,no change,Liability,2,0
11424,SUV,Grey,6,Pontiac,more than 69000,0,NA,WA,medical assistants,O,1,nose-to-tail,Speeding,No,Rural,Rain,27/10/2018,2/07/2013,0,3,"$5,294.00","$4,764.60",more than 30,more than 4,no change,All Perils,2,1
11425,Midsize,Green,9,Mazda,20000 to 29000,0,Married,NSW,office clerks,O,1,collision with stationary vehicle,Speeding,Yes,Rural,Snow/Slushy pavement,18/10/2010,30/10/2011,0,1,"$3,877.00","$3,101.60",more than 30,1,2 to 3 years,Liability,2,0
11426,Subcompacts,Green,1,Pontiac,20000 to 29000,1,NA,QLD,engineer,P1 or P2,0,nose-to-tail,Speeding,Yes,Urban,Rain,26/06/2010,23/02/2018,0,0,$400.00,$0.00,more than 30,none,no change,All Perils,2,1
11427,Midsize,Red,9,Honda,30000 to 39000,0,Married,NT,medical assistants,O,1,side swipe,Speeding,Yes,Urban,Rain,9/10/2012,23/04/2012,0,2,"$5,595.00","$5,035.50",more than 30,none,no change,Collision,1,1
11428,compacts,Blue,6,Chevrolet,20000 to 29000,0,Single,ACT,Trailer Truck Drivers,O,0,collision with reversing,Tailgating/aggressive driving,Yes,Urban,Snow/Slushy pavement,9/02/2014,1/10/2011,0,3,"$4,317.00","$3,453.60",more than 30,1,no change,All Perils,2,0
11429,SUV,White,14,Pontiac,20000 to 29000,0,Married,SA,dentists,O,0,collision with reversing,Driving through red lights,No,Urban,Rain,9/07/2015,4/04/2011,0,1,"$4,069.00","$3,255.20",more than 30,more than 4,no change,All Perils,4,0
11430,Midsize,Grey,2,Chevrolet,20000 to 29000,0,Married,NT,engineer,O,0,side swipe,Tailgating/aggressive driving,Yes,Urban,Snow/Slushy pavement,11/01/2010,6/04/2018,0,2,"$5,426.00","$4,883.40",more than 30,none,no change,All Perils,2,1
11431,Subcompacts,Green,3,Toyota,20000 to 29000,1,Single,ACT,medical assistants,L,1,nose-to-tail,Speeding,Yes,Rural,Snow/Slushy pavement,24/10/2014,1/03/2015,0,3,"$3,188.00","$2,550.40",more than 30,more than 4,no change,Collision,2,0
11432,compacts,Red,8,Accura,30000 to 39000,1,Married,SA,Accountants,O,0,side swipe,Driving drunk,Yes,Urban,Snow/Slushy pavement,26/10/2014,23/05/2010,0,2,"$1,119.00",$783.30,more than 30,2 to 4,no change,Collision,3,1
11433,SUV,Yellow,5,Pontiac,30000 to 39000,0,Married,SA,marketing manager,L,0,side swipe,Failing to give way,No,Urban,Rain,8/01/2020,16/10/2017,0,4,"$2,560.00","$2,048.00",more than 30,2 to 4,no change,All Perils,1,1
11434,compacts,Red,5,Mazda,20000 to 29000,0,Married,VIC,lawyer,O,0,side swipe,Speeding,Yes,Urban,Wet pavement,17/12/2013,14/06/2020,0,2,"$2,852.00","$2,281.60",more than 30,2 to 4,no change,All Perils,1,0
11435,compacts,Blue,7,Mazda,20000 to 29000,0,Married,TAS,flight attendant,O,0,side swipe,Tailgating/aggressive driving,No,Rural,Rain,24/01/2018,3/08/2020,0,0,"$4,268.00","$3,414.40",more than 30,none,no change,Liability,2,0
11436,Subcompacts,Red,6,Mazda,more than 69000,0,Married,SA,engineer,O,0,side swipe,Distracted driving,No,Rural,Wet pavement,17/12/2016,28/11/2019,0,3,"$1,378.00",$964.60,more than 30,1,no change,Collision,2,0
